"transcript","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","sample_24","sample_25","sample_26","sample_27","sample_28","sample_29","sample_30","sample_31","sample_32","sample_33","sample_34","sample_35","sample_36","sample_37"
"NM_013313",5,4,6,4,2,1,1,4,0,2,1,3,2,1,5,6,0,2,3,3,3,15,8,6,2,1,0,4,2,2,10,2,8,2,11,3,1
"NM_014644",4,1,3,6,1,0,3,1,4,2,1,4,2,1,1,2,1,5,3,1,4,2,2,2,5,2,6,3,1,3,1,1,2,11,1,1,2
"NM_014643",1,0,2,2,1,0,1,3,6,1,2,2,1,1,4,3,2,1,1,1,1,5,2,1,1,1,2,3,3,3,1,4,1,1,5,4,1
"ENST00000334635.5",1,1,1,2,1,1,1,1,3,3,1,2,4,2,2,2,1,0,1,2,2,4,1,2,4,1,1,1,1,2,2,1,5,1,1,3,1
"NM_015972",1,2,3,4,5,2,0,0,0,2,3,3,3,3,7,9,2,3,2,1,0,13,4,3,1,0,4,2,3,1,6,1,2,7,9,3,1
"ENST00000336078.4",1,1,2,0,1,1,2,1,0,1,0,0,1,1,2,2,1,1,1,1,1,4,1,2,2,1,1,0,1,2,1,0,1,2,1,2,0
"ENST00000599616.1",1,2,2,1,0,1,2,0,0,2,1,0,0,2,1,0,1,2,3,0,3,2,2,1,3,0,3,1,1,0,0,3,1,2,3,2,1
"NM_015974",1,0,2,1,0,1,1,0,1,1,0,1,1,1,1,0,2,3,0,0,1,1,1,1,1,0,2,0,0,0,1,1,1,1,1,1,1
"NM_015975",0,0,1,4,1,0,2,2,0,2,0,2,0,1,2,3,0,2,0,1,2,8,2,1,0,3,2,0,0,0,3,1,0,1,3,1,3
"NM_015976",2,4,2,2,2,1,3,1,3,1,1,1,1,1,2,3,1,1,2,1,1,3,2,1,4,1,1,2,2,1,4,1,1,1,5,2,1
"NM_052928",0,0,0,2,1,1,1,0,1,1,1,0,0,2,1,1,0,0,0,0,1,3,1,2,0,1,1,3,0,0,0,0,2,0,1,1,0
"NM_052927",0,1,5,3,1,1,0,1,3,1,0,1,1,1,1,1,1,0,3,2,1,8,0,3,1,0,1,1,0,2,1,2,2,2,2,1,1
"NM_013319",0,2,4,2,2,1,1,0,0,0,2,4,1,2,2,3,1,1,1,1,4,7,2,1,2,0,4,0,0,3,5,3,2,4,10,5,0
"NM_013318",1,1,2,1,2,3,3,1,3,1,1,3,1,1,1,1,4,1,2,1,1,3,1,1,2,1,1,1,2,8,1,2,1,1,4,3,1
"NM_015979",2,0,1,2,2,0,6,1,2,2,3,1,5,2,2,1,1,1,1,3,1,2,2,0,3,2,1,1,1,1,1,1,5,2,1,1,2
"NM_014649",1,1,2,1,2,2,2,1,1,2,1,4,1,1,2,1,2,4,1,2,1,3,1,2,3,4,1,4,1,3,2,4,1,1,1,2,2
"ENST00000320640.6",4,2,1,4,4,1,3,3,3,4,1,4,1,1,3,4,1,2,1,1,2,2,1,4,5,1,3,2,4,4,8,5,3,5,7,1,2
"NM_052911",1,1,3,2,1,1,1,2,1,3,1,1,2,3,1,1,2,1,3,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,5,1,1
"NM_000034",2,2,5,1,3,1,1,2,2,4,1,4,6,2,9,3,6,2,3,7,2,17,6,5,7,1,3,3,2,1,10,4,9,9,46,20,2
"NM_002695",1,1,2,1,1,2,0,1,0,1,1,1,2,5,1,4,3,0,2,3,1,3,1,2,3,0,0,1,3,3,4,2,1,3,15,4,2
"NM_002696",2,3,1,0,2,4,1,0,1,1,3,1,5,1,1,2,1,1,3,1,1,1,2,1,1,1,1,1,2,2,1,1,1,3,2,1,0
"NM_014683",3,2,2,3,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,3,3,1,2,1,1,4,1,4,2,1,2,1,5,1,2
"NM_013352",0,1,5,2,1,0,2,2,1,0,1,0,1,1,1,1,1,0,1,2,0,2,0,1,1,0,0,0,2,3,1,0,2,5,2,3,1
"NM_014681",0,2,1,1,1,2,2,3,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,3,1,1,2,1,0,1,1,3,2,3,1
"NM_014680",3,6,1,1,5,1,1,4,2,1,2,1,1,4,3,13,7,7,7,2,4,2,11,5,10,1,6,1,4,2,1,1,10,1,1,24,1
"NM_014676",7,2,1,2,1,7,17,13,1,3,8,13,1,1,7,1,11,1,1,2,1,1,2,5,5,10,1,11,1,1,10,8,1,2,2,4,3
"NM_001373",1,1,2,0,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,1,1
"NM_014675",1,1,1,3,0,2,0,1,1,0,0,2,1,0,2,6,3,1,4,1,1,5,3,4,2,1,0,1,0,1,7,2,0,2,3,2,0
"NM_014674",0,1,2,0,1,1,0,2,2,0,1,1,0,0,0,2,1,1,0,1,0,3,1,3,1,0,1,3,2,2,1,1,2,3,2,1,0
"ENST00000368626.3",0,2,2,0,0,2,3,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,4,0,0,1,4,0,1,3,2,1,1,0,2,2,0
"NM_052916",2,11,5,6,3,7,0,4,1,1,4,0,5,1,2,5,3,5,9,3,6,4,3,5,3,6,7,1,3,3,4,2,1,6,3,6,4
"NM_000028",6,11,15,7,8,1,7,2,7,11,3,10,16,4,8,19,8,5,11,7,3,36,6,3,9,1,5,1,9,4,12,13,14,12,25,27,5
"NM_052902",1,1,0,2,1,2,2,2,1,0,0,0,1,1,1,2,0,1,0,0,1,1,0,0,1,0,1,0,1,3,1,1,0,0,2,2,1
"ENST00000451320.2",0,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,2,1,1,2,2
"NM_000026",2,2,1,2,2,1,1,2,1,1,0,1,1,1,6,4,1,1,3,1,0,4,1,1,1,0,1,2,2,2,3,2,3,1,3,5,2
"NM_014673",1,1,1,0,3,1,5,2,1,1,0,2,1,1,1,3,2,1,1,1,1,2,1,1,2,0,1,1,1,1,1,1,1,1,1,2,3
"NM_001353",2,1,2,0,0,0,3,0,1,1,1,2,1,1,1,1,0,0,1,0,1,2,1,1,2,1,0,0,0,1,5,2,1,0,2,1,1
"NM_013341",0,1,1,0,0,0,1,2,3,1,2,1,5,1,1,5,1,2,2,1,4,4,1,1,1,2,1,0,1,1,1,4,0,1,4,2,1
"NM_014671",1,1,3,4,1,2,3,1,2,2,2,2,1,1,5,4,4,4,1,1,1,8,2,5,2,1,4,2,1,5,4,2,1,1,7,4,2
"ENST00000358602.4",1,1,4,1,3,1,9,2,2,5,2,1,6,1,4,1,2,1,1,2,1,5,2,3,2,1,1,1,2,6,1,5,1,2,1,1,3
"NM_001356",1,2,3,1,2,2,2,1,1,1,1,1,3,1,1,2,3,4,2,1,1,1,1,1,1,1,1,2,3,2,2,3,2,3,1,1,1
"NM_002687",1,0,0,0,3,0,0,1,1,1,0,0,2,1,1,0,0,1,1,0,1,1,2,1,1,0,0,1,1,1,1,1,0,1,3,1,1
"NM_002689",1,2,2,1,1,0,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,2,1,1,2,1,1,0,1,1,1,2,0,1,1,4,1
"NM_001358",2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,3,1,3,2,4,2,1,1,1,1,2,1,1,1,3,6,2,0
"NM_001359",7,7,5,2,1,1,4,5,1,5,2,7,11,2,6,1,1,1,5,8,2,3,1,11,2,4,1,2,1,6,1,4,2,3,3,2,4
"NM_013339",1,1,3,1,0,0,0,1,3,2,0,3,2,1,0,1,2,1,2,0,0,2,0,1,0,1,0,0,1,2,1,3,0,1,1,3,0
"NM_014669",1,2,5,3,2,0,1,1,4,3,1,1,1,3,2,3,1,1,1,1,1,5,1,3,6,0,3,1,3,2,1,2,2,1,2,3,1
"NM_013338",0,1,2,1,2,1,1,1,2,1,2,1,1,0,0,2,1,1,1,1,0,2,2,2,1,0,1,0,0,1,1,1,1,1,1,0,1
"NM_014668",1,1,4,1,1,0,1,1,1,2,2,2,1,3,1,1,4,1,1,1,2,1,3,1,3,1,1,4,1,1,1,3,1,1,1,1,2
"NM_002690",1,2,1,2,0,2,0,1,0,1,2,0,1,1,2,0,3,1,1,2,1,4,2,1,1,1,1,1,1,0,2,1,3,1,4,2,1
"NM_013336",3,5,18,4,5,1,10,2,6,5,4,8,9,6,9,9,10,9,4,6,6,32,3,6,13,3,7,2,7,3,13,4,10,22,43,27,2
"NM_014667",6,11,38,17,21,8,24,9,18,19,8,16,12,11,19,13,24,7,6,6,12,24,14,30,20,18,7,9,11,26,29,22,14,23,49,33,10
"NM_013335",1,1,0,0,0,0,2,0,1,1,1,1,0,1,0,0,3,0,0,1,1,2,0,1,2,2,0,0,0,0,1,2,1,0,4,2,0
"NM_002691",0,1,2,0,0,0,1,1,1,1,1,1,0,3,2,1,1,1,1,0,1,1,0,2,1,0,0,0,1,0,2,0,0,2,2,3,3
"ENST00000400104.3",1,3,6,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,3,1,1,6,2,1,1
"ENST00000476275.1",4,2,5,4,2,1,4,3,2,2,0,3,6,4,1,2,5,1,2,4,1,9,4,3,2,2,1,0,4,0,3,1,4,3,7,3,1
"NM_002692",0,0,1,1,2,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,2,0,0,1,2,1,0,1,1,1,1,1,0
"NM_013334",0,0,2,0,0,1,1,0,2,0,1,0,1,1,3,0,0,0,0,0,0,4,0,0,1,1,1,0,0,1,1,0,3,1,3,5,1
"NM_002693",6,1,1,2,4,3,1,4,1,5,1,1,1,5,5,2,3,3,2,1,2,1,5,11,2,2,4,3,3,6,2,2,3,4,1,12,1
"NM_014663",1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,1,1,2,1,1,2,1,1,1,1,2,1,1,2,5,1,0
"NM_001363",1,1,5,5,4,5,1,1,1,1,5,1,1,1,2,1,1,1,1,1,4,3,1,4,1,1,2,1,4,1,1,1,4,2,2,1,0
"NM_013332",0,4,2,2,3,0,1,1,0,2,1,2,2,4,3,4,0,1,3,0,0,3,1,1,0,0,0,0,0,0,3,1,0,2,3,0,0
"NM_015994",1,1,2,4,1,0,1,1,1,3,1,2,1,1,2,2,1,1,0,3,1,2,5,1,1,1,1,0,2,1,1,1,2,2,5,3,1
"NM_052909",0,2,9,0,3,2,5,1,2,0,3,1,4,3,6,3,7,0,3,2,3,5,2,7,5,3,5,1,2,1,3,4,4,5,5,7,5
"NM_015999",2,1,1,3,2,0,0,0,1,0,1,1,0,4,4,1,1,1,3,2,3,10,1,1,3,0,1,1,1,0,2,2,1,1,5,3,2
"ENST00000435880.2",4,3,2,1,5,0,1,1,1,1,1,2,1,4,2,8,1,2,1,1,1,13,2,1,2,2,3,1,3,3,1,7,5,1,2,2,1
"NM_052905",0,1,1,3,1,0,1,1,2,1,0,1,1,2,2,2,1,0,0,1,0,1,0,1,2,1,0,0,1,2,1,1,3,1,2,4,1
"ENST00000366933.4",1,0,1,1,1,0,2,1,0,0,0,0,1,2,1,1,1,0,0,1,0,0,1,1,2,2,0,0,0,0,1,1,0,0,1,0,0
"NM_003969",1,0,4,1,0,1,2,1,1,0,0,1,0,2,2,0,1,2,2,0,0,2,1,1,1,0,0,0,1,0,0,1,0,3,3,1,0
"NM_003968",1,6,1,1,3,1,1,1,1,3,2,3,2,3,2,2,1,6,2,5,1,5,2,7,3,0,1,1,3,1,3,3,2,1,5,2,1
"NM_001008727",1,1,1,3,2,0,0,1,0,1,0,2,2,0,4,3,0,1,3,1,1,6,3,2,2,0,0,0,0,1,1,1,1,0,6,2,0
"NM_001164273",2,4,5,2,5,1,3,2,4,4,1,4,5,2,2,5,3,3,1,1,1,10,5,3,2,3,5,4,1,2,1,5,3,6,9,7,1
"NR_045128",0,1,3,0,0,1,0,0,0,1,2,0,5,2,1,3,4,0,0,1,1,5,3,1,4,1,2,0,0,0,0,0,1,5,0,0,1
"NM_001300",6,1,2,4,5,4,7,5,2,2,2,5,6,7,10,7,6,4,3,7,7,4,1,3,10,4,4,4,6,14,5,12,1,11,7,10,4
"NM_002631",1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,2,1,8,2,1
"NM_001164276",2,3,1,1,2,1,4,3,2,0,0,2,2,1,1,3,1,1,0,1,3,4,0,2,1,1,1,2,0,3,1,2,1,0,5,4,2
"NM_002633",4,4,20,8,1,2,12,6,6,7,4,5,9,9,18,13,6,8,6,9,10,34,16,13,10,2,11,5,11,3,17,12,14,19,73,25,2
"NM_001164277",2,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,2,0,0,0,0,0,1,1,3,1
"NM_001303",2,1,1,4,2,1,1,1,1,2,2,1,1,1,3,5,1,2,1,1,1,8,1,1,1,1,1,2,3,1,3,2,2,1,6,4,1
"NM_002634",1,2,3,1,2,0,1,1,1,2,0,1,4,1,0,2,1,0,1,1,2,6,0,1,2,0,2,0,1,0,1,1,3,1,4,1,0
"NM_001304",3,0,1,1,0,1,1,3,1,3,1,1,3,3,3,1,2,2,2,4,2,4,1,1,2,1,1,1,5,1,2,1,2,5,5,4,2
"NM_003966",1,4,1,2,2,1,2,1,1,1,28,1,5,4,2,1,9,3,1,5,2,12,1,5,2,6,2,39,1,1,2,2,1,3,6,3,1
"NM_014615",2,1,3,1,2,1,3,0,1,1,0,1,2,1,1,1,1,2,2,3,1,8,3,1,2,1,1,1,1,1,1,2,0,1,3,3,1
"NM_014614",3,1,3,1,2,1,2,2,1,1,1,4,5,1,3,3,3,1,2,1,1,4,1,2,2,3,1,1,1,2,2,2,1,1,2,1,2
"NM_015948",0,0,7,1,1,1,0,1,2,1,0,1,1,1,1,0,3,0,0,0,0,3,0,0,2,1,0,1,1,1,3,1,2,2,1,2,2
"NM_014613",3,2,4,6,3,3,4,2,4,4,2,3,2,2,4,6,5,3,1,1,1,10,4,3,7,3,4,7,5,3,1,4,4,7,12,4,2
"NM_015949",0,1,3,0,0,0,1,0,2,0,0,1,1,0,1,0,1,1,1,1,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,2,0
"NM_014612",1,1,1,3,1,1,4,1,1,2,1,1,4,2,3,3,3,5,2,1,1,7,1,1,2,3,6,7,1,1,3,1,2,3,1,7,1
"NM_014611",1,2,2,1,2,2,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,4,1,2,1,1,2,1,1,1,1,1,2,1,5,4,1
"NM_001164271",8,3,16,6,7,0,6,2,5,2,7,1,12,4,4,14,7,7,5,7,5,21,5,8,10,5,6,2,6,4,10,4,8,15,21,11,2
"NM_015941",2,2,3,4,2,2,4,1,1,3,4,1,5,3,4,5,4,1,5,1,0,10,4,9,8,3,2,2,3,5,2,13,6,5,12,11,1
"NM_015942",0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,2,1,0,1,1,1,1,0,1,1,1,0,2,0
"NM_014619",0,1,0,1,0,1,1,1,1,0,2,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1
"ENST00000371429.3",0,0,1,1,1,0,1,1,1,0,0,1,1,1,2,1,2,2,1,1,0,4,1,2,1,3,1,0,2,1,0,1,1,1,1,1,1
"ENST00000354897.3",2,3,3,1,2,0,2,1,3,1,4,0,3,5,1,9,1,2,1,1,1,8,3,3,5,3,1,1,2,2,5,3,3,4,12,4,1
"NM_001177634",2,3,7,3,2,0,6,2,2,4,1,3,2,2,3,1,1,2,1,1,1,10,2,10,3,4,1,0,2,3,2,2,3,3,6,4,0
"NM_014616",2,1,2,6,1,1,4,4,6,2,4,4,9,6,3,2,1,1,3,3,4,1,7,7,3,1,1,1,7,1,6,8,1,5,1,6,1
"NM_002627",13,21,36,27,21,10,16,9,11,11,8,10,20,15,29,26,12,24,21,25,20,54,21,24,33,12,33,15,14,10,26,27,25,35,143,64,6
"ENST00000399820.3",0,1,1,1,0,0,2,1,2,1,0,0,1,2,1,1,0,2,0,1,0,0,0,1,1,0,1,2,0,1,0,1,2,0,1,0,1
"ENST00000328834.5",2,1,2,1,1,0,1,1,1,2,0,0,1,1,5,2,1,1,1,3,1,4,2,1,1,1,1,1,2,3,1,1,2,2,3,2,1
"NM_002629",1,0,1,0,1,0,1,0,1,0,0,4,1,1,3,2,2,0,0,1,1,3,0,0,1,0,1,0,0,1,0,0,3,2,8,1,0
"NM_003959",1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,2,1,1
"ENST00000519065.1",1,1,4,3,3,2,4,3,1,3,2,1,2,1,3,4,4,4,1,4,1,7,4,2,3,3,2,1,0,1,0,2,3,4,5,3,0
"NM_003952",0,0,1,2,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,2,0,1,0,1,1,0,0,0,1,0,0,1,1,1,3,1,1
"NM_003951",0,0,1,2,0,0,4,4,1,0,0,1,3,0,1,0,1,1,0,4,0,2,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0
"NM_003954",0,0,1,0,1,1,1,1,2,1,1,0,2,1,0,2,4,0,1,1,1,2,0,1,1,1,0,1,1,4,1,1,1,1,2,2,1
"NM_003953",0,0,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,1,0,0,1,1,1,2,2,1,2,2,3,0
"NM_002624",1,2,2,4,1,2,1,1,1,1,1,2,2,1,2,4,1,1,1,2,1,1,1,1,1,2,7,1,1,1,1,4,3,2,2,2,1
"NM_015938",1,1,2,3,1,1,1,2,1,3,2,2,1,2,2,1,2,1,2,2,0,2,1,1,3,1,2,0,1,1,1,3,5,3,6,1,2
"NM_014602",0,2,3,0,1,1,1,1,2,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,2,1,1,2,2,1,1,2,6,2,1
"NM_014601",2,3,1,2,2,1,5,0,3,0,2,0,1,2,1,5,2,0,1,1,0,6,1,0,1,1,1,2,1,0,3,1,2,6,6,1,2
"NR_045147",0,0,2,1,1,1,2,0,0,1,0,2,2,2,1,2,5,0,3,0,1,5,1,1,2,0,0,0,0,1,2,3,0,4,4,3,1
"NR_033127",1,1,1,1,0,2,1,1,0,1,1,1,1,1,1,2,4,2,4,0,1,1,2,2,2,0,1,1,2,1,5,1,3,1,1,2,1
"NM_014608",1,1,1,3,1,3,2,1,1,2,1,1,2,3,1,3,3,0,2,0,1,4,4,1,3,0,1,0,0,2,1,2,3,5,20,5,2
"NM_015932",0,0,2,4,1,0,1,0,2,3,0,1,2,2,1,0,1,2,1,2,1,0,1,2,4,1,1,4,0,2,0,0,4,1,6,2,2
"NM_014607",1,2,2,3,1,1,2,3,2,2,4,2,2,2,1,4,1,1,1,1,1,3,1,1,2,1,2,1,1,3,3,1,1,6,2,3,3
"NM_014606",3,2,3,5,1,3,1,4,2,2,1,1,3,2,6,1,5,4,1,2,3,3,7,1,1,4,1,2,5,1,1,11,1,1,3,9,2
"NM_015934",809,49,271,805,280,660,1955,2655,182,203,585,1375,1122,593,460,551,448,459,170,843,325,676,669,852,340,902,764,551,748,725,939,883,659,825,423,487,68
"NM_015935",1,2,1,2,0,0,1,0,0,1,0,1,1,0,2,2,1,1,0,0,0,3,1,1,2,0,2,0,2,0,1,2,3,1,4,3,1
"NM_001008701",2,0,6,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,2,1,2,1,2,1,3,1,1
"NM_001008707",1,1,2,1,2,1,2,2,1,1,1,0,1,1,1,1,2,0,1,2,1,2,3,1,1,0,1,2,3,1,1,1,1,1,2,1,1
"NM_014640",1,0,5,1,2,0,0,0,2,0,1,1,0,1,3,2,3,1,1,0,1,2,2,0,0,2,1,0,0,2,1,1,1,2,4,5,1
"ENST00000303032.6",0,1,0,0,0,0,2,2,0,0,0,2,1,0,2,0,0,0,2,1,0,1,1,0,3,1,0,2,1,1,1,1,0,2,4,1,0
"NM_001326",1,1,1,1,2,0,1,2,0,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
"NM_014637",1,0,1,2,0,1,1,1,0,2,1,1,0,1,1,1,0,0,0,1,1,2,1,2,2,1,0,1,1,1,2,1,2,2,1,1,0
"NM_014636",1,1,1,1,1,1,1,2,1,1,2,5,1,6,1,1,1,2,3,1,4,1,1,1,1,1,1,1,6,2,1,2,1,2,1,1,1
"ENST00000375003.2",1,5,5,5,3,0,6,1,6,5,5,4,5,3,6,5,4,3,2,6,1,9,5,6,4,2,2,2,3,2,5,6,3,4,7,7,4
"NM_014634",2,1,3,6,2,2,1,0,1,1,1,2,4,2,2,7,5,1,3,2,2,7,2,3,1,3,3,1,0,1,3,1,5,2,9,5,0
"NM_014633",3,1,4,1,3,1,1,1,3,1,1,1,2,1,2,4,2,2,3,0,1,4,2,1,3,0,0,1,2,2,1,2,1,2,6,3,3
"NM_013302",8,4,6,7,4,1,5,4,2,1,2,4,5,3,9,7,3,8,4,7,1,25,8,5,3,2,3,1,3,2,11,1,6,6,13,8,1
"NM_014632",1,1,2,1,3,2,2,3,3,2,1,2,2,3,2,2,3,4,1,1,2,2,2,2,2,1,1,3,1,2,3,2,2,2,7,8,2
"NM_002660",2,1,1,3,1,1,5,7,2,2,1,1,1,1,1,1,3,4,2,2,3,1,3,2,2,1,1,1,1,2,1,6,1,1,2,2,1
"NM_013300",3,0,3,3,0,3,1,5,1,3,1,1,2,1,2,2,5,1,0,0,1,1,2,1,1,2,2,1,3,0,2,4,2,5,2,3,1
"NM_014631",2,1,7,7,10,1,6,2,4,3,2,1,8,5,4,4,4,2,3,5,5,16,3,8,9,6,2,2,2,4,8,3,3,5,14,13,3
"NM_002661",2,1,1,0,2,1,1,1,1,3,2,0,1,2,0,1,3,1,1,1,1,0,2,1,2,1,0,0,1,0,1,0,1,1,1,2,1
"NM_014630",0,1,4,1,0,0,2,1,1,1,1,1,3,1,1,1,0,1,2,3,1,1,5,1,3,2,1,1,1,1,1,1,2,2,1,2,1
"ENST00000230461.6",0,2,5,4,1,1,3,1,1,0,0,4,1,4,1,3,4,5,2,2,2,8,1,4,8,1,1,1,1,2,3,3,3,4,9,5,0
"NM_015963",1,1,1,0,3,0,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,3,2,1,2
"NM_015965",2,1,5,1,3,1,5,2,1,2,1,2,2,4,5,4,3,2,3,6,3,6,2,3,10,0,1,1,3,2,1,1,3,8,24,13,2
"NM_014639",3,2,10,5,3,1,5,3,4,2,2,1,7,5,8,7,3,1,1,1,6,10,1,5,6,2,2,2,1,4,3,5,4,11,12,7,2
"NM_002648",2,1,5,3,0,0,2,3,0,2,2,0,1,5,5,1,2,3,3,5,2,12,4,2,4,0,2,3,3,0,3,0,2,5,6,9,0
"NM_015960",1,1,1,4,0,0,4,3,4,2,0,1,2,0,4,4,0,0,1,3,1,2,1,2,3,1,1,1,0,3,1,3,1,3,4,3,1
"NR_045116",1,2,3,4,3,0,3,1,3,2,3,1,6,4,3,2,1,4,1,1,4,5,1,3,4,1,0,1,0,2,9,2,3,2,7,4,6
"NM_003972",1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,3,1,1,1,4,2,1,2,2,1,1,2,2,1,1,1,2,5,3,2,1
"NM_003971",0,2,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,2,0,1,1,1,2,0,2,1,1,0,4,2,1,3,1,2,4,2
"NM_001311",2,2,2,1,1,0,1,1,2,2,0,1,2,2,2,2,1,2,1,1,1,5,1,1,1,0,0,1,1,0,0,1,0,3,11,5,1
"NM_003973",2,0,4,1,1,1,1,0,0,2,2,3,0,2,4,2,0,5,2,5,1,1,1,0,0,4,1,2,0,1,0,2,6,0,4,3,0
"NM_001312",4,5,14,5,4,4,6,1,2,5,1,3,3,9,12,15,7,6,8,2,3,14,5,11,10,1,1,2,3,1,11,4,8,10,37,16,2
"NM_002645",1,1,1,1,1,0,3,1,1,1,1,1,1,3,1,1,2,3,1,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1
"NM_001164245",1,1,0,0,0,0,0,0,3,4,1,0,1,0,1,2,0,1,1,0,1,1,0,1,0,0,0,0,1,2,0,0,0,1,5,1,1
"NM_002646",2,1,3,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,4,1,1,2,1,2,1,5,1,2,2,1,1,2,1,0
"NM_001316",2,1,5,1,1,1,2,1,2,1,1,1,3,1,3,3,2,1,1,2,1,7,1,1,3,1,1,1,3,1,1,1,2,1,3,2,1
"NM_002647",1,1,3,4,4,1,2,2,3,3,1,1,3,2,1,1,2,1,1,1,2,3,3,6,8,2,1,1,3,3,2,2,1,3,5,3,2
"NM_003977",0,1,2,1,3,0,1,1,3,2,1,0,3,1,1,0,3,2,1,2,0,3,0,0,0,1,1,2,0,1,4,1,3,1,8,2,2
"ENST00000429985.1",2,3,4,3,2,3,5,0,1,4,3,2,3,3,3,2,2,2,3,1,1,7,0,2,2,0,2,2,2,1,4,5,6,1,9,4,2
"NM_014624",1,1,2,0,1,1,2,0,0,1,0,0,0,0,1,1,1,1,0,1,0,2,0,2,1,0,1,0,0,0,0,1,1,1,2,1,1
"NM_003981",1,2,7,3,1,2,2,2,1,1,1,2,3,2,5,1,2,2,4,5,2,4,1,1,3,0,1,1,1,1,1,1,3,6,4,2,6
"NM_015950",1,1,1,2,3,1,2,1,1,1,0,0,2,2,2,1,1,0,1,1,3,1,1,3,0,1,3,1,1,1,3,1,1,1,2,1,0
"ENST00000317147.5",365,18,69,480,59,283,246,180,31,80,421,568,373,104,102,185,61,130,10,276,19,221,252,241,59,206,282,334,130,110,404,127,378,125,38,47,11
"NM_015953",0,7,3,1,0,5,3,1,2,1,1,1,1,1,4,3,3,0,1,3,1,4,3,3,1,1,1,0,0,2,1,0,1,1,2,1,2
"NM_015954",1,1,4,3,2,0,1,1,2,2,1,1,1,1,2,2,6,1,1,2,1,2,0,3,1,0,1,1,1,4,1,1,3,1,4,2,1
"NM_015955",1,1,1,3,1,1,2,1,2,2,2,2,3,3,1,3,2,1,2,1,2,2,3,2,1,2,3,2,2,2,1,2,1,1,1,2,1
"NM_001177665",2,1,1,2,2,0,1,1,3,2,1,2,2,5,2,2,3,1,1,1,1,3,1,3,5,1,2,1,3,2,2,4,1,1,13,5,1
"NM_002715",2,2,4,1,1,2,1,1,3,1,2,2,1,1,3,1,1,1,3,3,1,1,1,3,4,1,3,1,1,2,2,1,2,3,5,5,2
"NM_002716",0,0,0,0,1,1,1,0,2,3,2,1,2,1,1,1,1,1,1,1,0,1,2,1,3,1,0,0,0,4,1,0,1,2,1,1,1
"NM_002717",2,4,6,2,5,1,9,3,4,5,4,1,6,4,9,1,7,2,2,4,4,12,4,4,3,3,2,3,2,9,4,11,3,3,11,8,1
"NM_002718",1,1,1,1,2,1,4,2,7,2,2,3,1,1,2,2,1,2,4,1,3,5,6,1,3,1,2,1,1,1,1,2,1,2,5,1,2
"NM_002719",12,11,14,20,6,10,12,9,16,5,11,8,19,7,14,15,16,7,7,11,5,32,7,23,6,11,13,5,8,5,21,11,11,9,19,6,2
"NM_002710",1,2,1,1,4,2,8,5,1,1,1,2,1,1,2,1,1,1,1,1,1,5,2,2,1,2,1,4,2,4,1,6,5,2,5,13,1
