,logFC,pvalue,padj
MRPS7,0.076953442,5.28E-12,4.92E-11
UTP6,-0.006688103,0.25757978,0.31965721
DNAJC5,-0.059841401,1.58E-09,9.71E-09
AACS,0.033259014,0.012204285,0.02097564
IDUA,-0.002547999,0.909563192,0.92926358
WDR89,-0.003816246,0.719649233,0.767707738
PKN3,-0.043846689,1.64E-05,4.90E-05
AC073857.1,-0.00195313,0.871937554,0.897609177
ITGA5,-0.10834573,1.25E-13,1.55E-12
PEX2,0.042551028,0.000402182,0.000928399
PFKL,-0.022012129,0.095362487,0.133225045
ATP6V0E2,0.000532497,0.970653674,0.977890061
CERK,0.020117555,0.013899889,0.023564021
RPL7L1,-0.009715419,0.325562935,0.391113569
PDS5B,0.023693339,0.0841064,0.118895109
DTNB,-0.040879642,0.00048481,0.001098345
MCTS1,0.05867924,9.11E-11,6.85E-10
ABCB10,-0.02048033,0.12991084,0.17593559
RAD17,-0.053452082,0.012641773,0.021646871
GCLM,0.026072998,0.020112984,0.032682782
PPIG,0.132068214,2.16E-05,6.32E-05
EIF2B4,0.0149547,0.261746771,0.324104471
CHD6,0.010895724,0.628274728,0.683204358
FHL1,0.060144034,1.06E-06,3.94E-06
TMX1,-0.004378643,0.739334451,0.784356515
FYN,0.017956734,0.010330472,0.018066583
AL590822.3,-0.040693122,0.045053007,0.067424435
ZBTB6,-0.000713263,0.963842934,0.973382079
TMEM100,-0.197010923,2.86E-29,2.70E-27
FCER1G,0.09145822,0.004549241,0.008609464
ANKRD50,-0.000152219,0.992915584,0.994108514
CNOT11,0.134838822,4.78E-43,2.66E-40
ATP8A1,-0.014180199,0.551613335,0.611002807
AC016727.1,-0.006472083,0.722280394,0.770021742
RCC1,-0.075069298,3.60E-27,2.57E-25
INTS6L,-0.050857368,0.001684415,0.003467302
GNA11,0.042429732,0.000544217,0.001221861
PPP2R2A,-0.013585006,0.112297974,0.154893757
ZNF34,0.033060798,0.007948417,0.014270048
AC005674.2,-0.051461232,0.008797617,0.015648553
MTCL1,-0.100583512,1.21E-07,5.41E-07
CMTM8,0.039214843,0.03366761,0.051908126
MZT1,0.030605437,0.01600216,0.026696963
SCML2,-0.061877795,1.36E-05,4.13E-05
PCNX4,0.000918204,0.925395598,0.941016471
DMXL1,0.010129879,0.51289248,0.574733842
TPM4,-0.061826234,6.75E-10,4.44E-09
INSIG1,0.094698527,4.87E-11,3.85E-10
ZNF786,-0.066829723,5.30E-08,2.54E-07
FBXO28,0.044164746,0.003230959,0.006312933
CD93,0.012172168,0.443297691,0.508485537
MRPL36,0.105977351,7.81E-10,5.07E-09
JDP2,0.087573586,1.30E-16,2.71E-15
MIEF1,-0.060695055,3.68E-19,1.08E-17
RHOF,-0.150204849,1.74E-10,1.27E-09
DKC1,0.02242016,0.118647717,0.162220013
NBPF12,-0.067828378,0.000199806,0.000489002
SLX4,-0.135267038,1.72E-13,2.06E-12
HABP4,-0.00153011,0.881891362,0.905882503
CDK18,0.284049116,2.91E-26,1.92E-24
GTF3C6,0.089249716,7.82E-08,3.62E-07
ABHD17B,0.004724941,0.689277441,0.739568069
TMEM231,-0.009170785,0.386142301,0.452581225
GTF2H3,-0.050923015,3.77E-12,3.60E-11
HHATL,0.321150135,5.71E-40,1.90E-37
TSNARE1,-0.009475542,0.429442742,0.495320348
MRPL20-AS1,-0.011819505,0.242074907,0.303048206
CYB561D1,-0.041405327,0.002012221,0.00408988
CCDC180,-0.097571342,2.29E-05,6.68E-05
LIMD2,-0.057709573,0.014410205,0.024308713
PHYKPL,-0.03459258,0.009410006,0.016613711
RNF13,0.033021422,0.066385518,0.09576676
FKBP5,-0.105808306,3.84E-11,3.09E-10
SNHG1,-0.031147493,0.001657852,0.003416843
SMG6,-0.158271748,3.08E-12,3.03E-11
RHOT2,0.009768344,0.480581801,0.54339869
RPL32P3,-0.01836748,0.37196581,0.438638926
PCDHB14,-0.044277046,0.001643683,0.003391834
TGIF2,-0.07052222,8.50E-16,1.59E-14
CRTC3,0.014596496,0.120406919,0.164265919
EHMT1,-0.052215431,5.98E-08,2.84E-07
AC026471.1,-0.059622922,0.000130168,0.000329873
CEP120,-0.047028808,0.004632712,0.00875418
MT-CO2,0.087855499,0.000276027,0.000659091
PIEZO2,-0.013731826,0.431786819,0.497679598
FBXO46,-0.015054499,0.180205702,0.23448348
DNAL4,0.047569364,0.000183161,0.000451136
RCC2,-0.131381866,6.82E-20,2.20E-18
DUSP28,0.105513328,1.88E-18,4.80E-17
NPPB,-0.008978554,0.864826795,0.891816183
SUMF2,-0.052051085,0.000115741,0.000296771
LINC00863,-0.008639425,0.751448324,0.794846969
SNAPC5,0.035509136,0.003771882,0.007270396
DOCK11,-0.021232624,0.309848332,0.37530079
HNRNPD,-0.015154252,0.023244145,0.037194632
CDR2L,-0.017578669,0.120653,0.164556738
WBP4,0.125129177,6.55E-07,2.53E-06
NUDT2,0.082577049,0.000132062,0.000333827
FIBIN,-0.018212285,0.246888943,0.30847454
WDR59,-0.018262072,0.163355719,0.215224926
AC074143.1,0.138238278,4.36E-14,5.84E-13
TLR4,-0.087927843,1.43E-07,6.33E-07
ARMC10,-0.04057189,0.025400038,0.040228125
CRYZ,0.001018183,0.966610141,0.975191829
FLNB,-0.07076349,8.34E-05,0.000219904
FGF1,0.000465867,0.964429209,0.973777473
IFT52,-0.016914358,0.074226026,0.106097807
GRN,0.01270806,0.444200612,0.509324259
GCA,-0.046499076,5.19E-06,1.72E-05
UQCRC2,0.035994585,6.30E-06,2.05E-05
VASH2,-0.032090828,0.083311805,0.117938568
ATG2A,-0.043814143,0.001091291,0.002338816
SOCS3,-0.004109456,0.836240905,0.869092606
CHST12,0.035097186,0.061962081,0.089956564
NOL10,-0.011570362,0.067177291,0.096825152
MAOB,0.067175077,9.72E-07,3.63E-06
GTSE1,-0.081784456,1.65E-13,1.99E-12
WIPF1,0.027067108,0.026271097,0.041463222
OXR1,0.046590858,0.011178476,0.019386882
PSMB4,0.087512141,1.97E-09,1.19E-08
PRDM4,-0.062761439,1.58E-09,9.71E-09
ADGRG1,0.200647643,8.35E-12,7.57E-11
EIF3J,0.06103763,0.008295612,0.014836179
AC040162.1,0.022407189,0.348293258,0.414733578
SCMH1,-0.030176623,0.000746657,0.001639564
ATP5F1C,0.133526032,2.04E-15,3.53E-14
STS,-0.042386473,0.004315299,0.008206027
ENTPD2,-0.001231947,0.961528496,0.971633484
SETD4,-0.014422054,0.115404165,0.158609352
ASCC1,0.006049741,0.498346169,0.560569369
ACTR10,0.04688161,3.80E-06,1.28E-05
DLK1,0.394987497,1.52E-23,7.99E-22
CSRNP1,0.009222783,0.708275084,0.756916415
C11orf95,-0.103124142,2.14E-20,7.47E-19
LDB2,-0.039619662,0.000203932,0.00049835
ZNF507,-0.027976608,0.033473345,0.051700911
EDRF1,0.001856726,0.846772112,0.87730223
VPS37A,0.038967583,0.000600071,0.001337056
WDR75,0.018987514,0.052339139,0.077196371
SLC30A3,-0.039774803,0.06220253,0.090253236
AC097359.2,0.172794854,2.20E-19,6.64E-18
RILPL2,-0.015083975,0.410197141,0.476198213
PRKCB,-0.259709901,7.57E-23,3.61E-21
ASAP1,-0.026401293,0.08872787,0.124968831
CDK2AP2,0.124189258,3.22E-09,1.89E-08
CD164,0.007062281,0.638391698,0.691798546
CCNG1,0.054024747,0.001803287,0.003686195
GUCY1B1,0.006674889,0.651719388,0.703893498
PYGB,0.034859459,0.004285314,0.008159395
COL6A3,-0.050770785,0.004505655,0.008546387
POLR2G,0.07223918,1.02E-06,3.80E-06
HSPA8,0.014449486,0.320097091,0.385566238
LRP10,-0.017523969,0.109688472,0.151545278
COMMD3,0.184744182,1.15E-19,3.53E-18
GXYLT2,-0.095271689,2.81E-06,9.67E-06
MXRA7,-0.012269579,0.370738149,0.437707378
PCIF1,0.027242592,0.015612274,0.026116216
ZNF341,-0.024997658,0.063010868,0.091293636
SUMO2,0.014809985,0.117465136,0.160823023
TMEM185B,-0.034660777,1.31E-05,4.00E-05
PLCL1,0.076286102,0.000286584,0.000682017
HRH2,0.015969571,0.304926766,0.370139012
CEP55,-0.017132239,0.20934205,0.267382956
SCO1,0.006668822,0.368919605,0.435972116
PTDSS1,0.096333667,9.24E-16,1.71E-14
SCML1,0.003540587,0.848175484,0.878210276
USP15,0.062159292,5.33E-07,2.10E-06
ZNF248,0.002389037,0.835780559,0.86879476
TXLNB,0.072225463,4.36E-06,1.46E-05
ZNF227,-0.027259479,0.011417797,0.019747142
RIMKLB,0.003256425,0.771948667,0.812919826
PSAP,-0.008598552,0.351526372,0.417886795
IPO7,-0.032656232,0.037240372,0.056820829
MED16,-0.013957053,0.272068884,0.335060202
NUTF2,0.021406209,0.140820847,0.188874211
NELFB,0.043285827,0.000212132,0.000515642
ANKRD39,0.034269065,0.04098269,0.062038586
UAP1,0.023758337,0.050278618,0.074376653
NSDHL,0.035098195,0.033348938,0.051528026
PC,-0.067070589,5.49E-07,2.16E-06
HADH,0.062191432,4.92E-14,6.53E-13
NFKBIE,0.085585715,1.47E-07,6.47E-07
RFX1,-0.040696067,0.001221585,0.002596908
PMP22,0.112447174,1.84E-16,3.76E-15
XBP1,0.031366927,0.000425883,0.0009759
CXorf40A,0.038589374,0.001244402,0.00263868
FOXJ2,-0.028618608,0.009346591,0.016513412
RO60,0.00340224,0.775923071,0.816589214
TRIM24,-0.047293395,6.91E-06,2.24E-05
ARHGAP18,0.07748583,1.12E-07,5.05E-07
PRELID3A,-0.050111106,0.000152498,0.000380675
OSBP2,-0.060670765,2.10E-08,1.09E-07
EPN3,0.08447842,1.47E-07,6.47E-07
SMPD2,0.056778618,0.001607524,0.003324248
SAMD1,0.005141282,0.751950562,0.795209985
TBX5-AS1,-0.067078564,2.98E-08,1.51E-07
DNAJC6,-0.091185613,4.54E-07,1.81E-06
DAP,0.041452798,0.000189695,0.000466081
ETS2,-0.012188066,0.167945223,0.220574236
KCNQ5,-0.135349668,3.64E-17,8.22E-16
C1QTNF3,0.060732471,0.000341725,0.00079917
PPP1R14BP3,0.121878605,0.00089431,0.001938254
CAMK1,0.028077587,0.00683091,0.012451532
RPS24,0.1631501,9.17E-10,5.87E-09
CHKB,0.005343015,0.799512672,0.836942552
UPP1,-0.01080411,0.529365779,0.590606686
VIM,0.095572182,8.20E-07,3.10E-06
TBCCD1,-0.064714929,8.49E-05,0.000223727
ADGRE5,0.05784,0.003654894,0.007063962
PIM1,0.028210227,0.071969009,0.103077928
TIMM10,0.066508191,0.006136332,0.01131747
RMND5B,-0.004215877,0.625600911,0.681334035
PPM1G,-0.022443248,0.103257563,0.143333653
CHD4,0.094582953,0.000416178,0.000956292
BCAR1,-0.019407749,0.074403483,0.106290689
BAIAP2L1,-0.070531935,0.001350354,0.002840458
FGF13-AS1,0.061602239,0.034043851,0.052423547
DDX49,0.041506846,0.009991798,0.01752947
ANP32A,0.008320408,0.4025475,0.46818737
CD2BP2,0.021881717,0.058078485,0.084835649
TMEM161B-AS1,0.034696822,0.016647188,0.027608972
TCEAL7,0.060248183,1.56E-05,4.68E-05
AL162595.1,-0.089227297,6.79E-09,3.77E-08
HNRNPDL,-0.023192,0.00350406,0.006804001
SCARB1,-0.075255825,1.87E-07,8.04E-07
TDRKH,-0.044998611,0.000255614,0.000613573
ACBD3,-0.000961584,0.935824404,0.949497163
ST7,0.002486359,0.744296819,0.788951472
AC005954.1,0.059405949,7.40E-06,2.38E-05
NAB2,0.010388071,0.335196733,0.401048975
MAP10,-0.028668059,0.090395588,0.127210229
UBE2Z,-0.011554258,0.020819492,0.033699405
IFNGR2,0.009292582,0.489439919,0.551668078
ZNF292,0.133435321,2.36E-08,1.21E-07
RBM28,-0.022742117,0.024989057,0.039652582
ZNF71,-0.020280348,0.034941865,0.053608262
CMSS1,0.068107286,0.001439287,0.003013582
NAALADL2,0.050742151,4.28E-05,0.000118982
USP6NL,-0.039101121,0.00833083,0.014887116
ZNF385A,0.01529117,0.344252387,0.41031843
ASAH1,0.123478346,3.11E-34,4.86E-32
MALSU1,0.108675221,2.56E-10,1.82E-09
DOCK7,0.01802671,0.070414876,0.101054644
IRGQ,-0.019209071,0.012207823,0.02097564
KIAA0895,0.040972094,0.013147563,0.022436114
HECTD4,-0.11362905,1.76E-08,9.29E-08
MRPS35,0.06691055,7.57E-14,9.72E-13
VOPP1,0.015028326,0.18349694,0.238122164
AC120053.1,0.053327015,0.001945072,0.003964681
PEPD,0.060835977,2.19E-08,1.13E-07
PAICS,-0.056927632,1.28E-06,4.67E-06
C11orf24,-0.004213485,0.771012312,0.812275929
TCEA2,0.057853296,0.005654461,0.010502342
ICA1L,0.014492973,0.225816241,0.285265589
MACROD1,0.216411968,1.12E-19,3.46E-18
DCTN1,-0.091140158,6.01E-12,5.54E-11
HLA-A,0.139071678,0.00454126,0.008600872
SVBP,0.115346596,4.10E-09,2.37E-08
ADAMTSL3,-0.001837022,0.940580787,0.953162532
F2R,-0.141920535,2.92E-23,1.48E-21
PEX13,0.02796978,0.03781759,0.057613635
ANKEF1,-0.125106368,2.08E-14,2.93E-13
TECRL,-0.039425231,0.000345515,0.000805773
HPS4,-0.042440107,0.000288746,0.000686752
MIGA1,0.02413772,0.02700841,0.04253395
COPG1,-0.03313427,3.44E-07,1.40E-06
NECAB1,0.140718266,1.31E-20,4.76E-19
AC244090.1,0.129093914,0.000127719,0.000324324
RPL8,0.106854534,9.32E-07,3.50E-06
SHOC2,0.043611974,0.000662244,0.001463846
AC006001.2,-0.05285152,0.021259797,0.034312131
AC118549.1,0.023121786,0.144680025,0.193577769
KPNA2,-0.067522432,1.23E-13,1.52E-12
ANKRD11,-0.010845201,0.532014689,0.592707987
ZNF621,-0.082550788,6.19E-13,6.72E-12
COQ8A,0.096856738,7.79E-21,2.93E-19
ZNF197,-0.033274373,0.001338753,0.002819614
ALDH1A2,0.003410915,0.819537734,0.854397137
KNOP1,0.036974991,0.323062612,0.388483179
RPL13,0.135097332,1.74E-07,7.56E-07
RBBP9,-0.049053262,0.000104533,0.000270532
HMGA2-AS1,0.076315796,0.055061666,0.080854135
MRPL24,0.119025141,1.19E-09,7.49E-09
TP53INP1,0.065877773,2.29E-06,7.98E-06
SEC22C,-0.004074689,0.67291121,0.724027555
C14orf119,0.053569146,4.24E-05,0.000118033
DNAJC11,-0.115784127,1.59E-09,9.80E-09
FGF18,0.148846227,4.37E-10,2.97E-09
FGFBP3,-0.090502547,2.42E-07,1.02E-06
MOK,0.015516044,0.320637611,0.385938386
NOM1,-0.051641877,1.52E-05,4.59E-05
8-Sep,-0.099481682,3.19E-15,5.25E-14
LTO1,-0.061851564,4.69E-05,0.000129136
RTN2,0.018730486,0.378969209,0.445426902
EDA,-0.06425107,0.011071309,0.019238641
TNFAIP8L1,0.001291421,0.939754709,0.952711587
EIF3K,0.084964467,4.26E-05,0.000118626
ACOT11,0.054232418,0.001630619,0.003367656
CSE1L,-0.017471733,0.23010794,0.289371152
SH3BP5-AS1,-0.098866243,7.03E-07,2.70E-06
MAX,0.04991416,7.67E-13,8.22E-12
KLF11,-0.055951852,0.007264622,0.013136749
ZDHHC14,0.10254905,8.99E-12,8.11E-11
KIAA1217,-0.022681792,0.074618592,0.10653711
GRAMD1A,-0.032225719,0.004881245,0.009175272
APOL3,0.167225188,1.20E-15,2.18E-14
EMP2,0.064499678,0.000172859,0.000427656
ROBO4,0.095788404,1.23E-13,1.52E-12
ALPK2,-0.016769672,0.148087541,0.197502722
TBILA,0.032938033,0.071647521,0.102676298
HEIH,0.162818606,3.07E-11,2.51E-10
C1QTNF1-AS1,0.108419523,7.22E-05,0.000192516
AC073957.3,-0.251297285,2.53E-10,1.80E-09
L3MBTL1,-0.067146692,4.90E-05,0.000134132
RPF1,0.061721227,9.16E-09,4.99E-08
ZNF224,0.024381621,0.049949179,0.073976865
SMC5,-0.026278675,0.029197408,0.045692345
AL391244.2,-0.02052986,0.248571933,0.310094727
RAB35,-0.032876596,0.000471432,0.00107095
LRRC4,-0.12245728,8.39E-11,6.36E-10
PDE4DIP,0.037380626,0.037954588,0.057804733
PCDHB16,-0.004675828,0.816039158,0.851104671
SMIM7,0.030094964,0.037808427,0.057613635
GAB2,-0.080934016,4.31E-08,2.11E-07
MOB4,0.056946048,3.38E-06,1.15E-05
SOCS5,0.042725221,0.008924387,0.015845858
ZNF112,-0.022201296,0.150601346,0.200289
MEF2C,-0.013133448,0.398885495,0.464576631
AC005736.1,0.076890725,4.77E-05,0.000130954
DHX16,-0.045177188,2.60E-05,7.54E-05
FDPS,-0.011754832,0.097904155,0.136585038
RELL1,0.115245182,5.64E-07,2.21E-06
MFSD14C,-0.082778547,1.31E-11,1.14E-10
SLC6A1,0.088905053,0.091410561,0.128457787
MTA2,-0.051846441,3.05E-08,1.54E-07
TBCD,-0.075833424,2.11E-06,7.43E-06
EIF1AX,0.050111462,0.002909618,0.005723089
CCDC88C,-0.01966192,0.296578867,0.361241007
S100PBP,-0.047592363,5.46E-11,4.30E-10
TAF1A,-0.028597926,0.077995933,0.11099589
RF00019,0.124367583,0.000727523,0.001601063
CDV3,-0.035864609,0.000493238,0.001116428
TLNRD1,-0.036715418,7.01E-05,0.00018754
AC020915.2,0.050546531,0.116582665,0.159877489
COMMD4,0.068821089,0.002384654,0.004788462
TMEM19,0.092828957,9.08E-13,9.60E-12
CAMKMT,0.047421428,0.008430291,0.015048716
RPP40,0.041745815,0.014431665,0.024336704
DENND2A,-0.033847056,0.003420354,0.006654385
ZNF419,-0.029401228,0.07053507,0.101169062
SIGIRR,0.10377988,0.000611822,0.001361419
SRR,-0.033491361,0.083555343,0.118216388
PAXBP1-AS1,-0.088613012,0.000145075,0.000363961
TMEM173,0.021884253,0.106457219,0.147325241
KRBOX4,-0.002334462,0.767290456,0.809036752
PPP1R9A,0.060127708,5.41E-06,1.79E-05
SMAD9,-0.037661123,0.007758797,0.013969747
RPRD1B,-0.056264465,0.000114054,0.000292597
LRRC8D,-0.055759034,4.85E-05,0.000133062
TAF10,-0.022803452,0.09067435,0.127530732
ZNF700,-0.063488407,0.001003932,0.002161784
FAM189A2,-0.090532626,1.18E-10,8.81E-10
TFB2M,0.014834114,0.227786374,0.287101555
COX10,-0.008744856,0.261469552,0.323841407
NRDE2,0.06380272,0.004213583,0.008035055
ZNF585B,-0.01462434,0.074292008,0.106161772
NOMO1,-0.017463371,0.487773539,0.550286032
SORCS2,-0.141380854,5.46E-10,3.65E-09
PILRB,-0.046916153,0.363267985,0.430412304
USP11,-0.055753923,1.14E-06,4.22E-06
SLC35A1,0.090734498,8.05E-08,3.71E-07
LIMD1,0.121054525,1.72E-13,2.06E-12
RALGAPA2,-0.053481467,4.64E-06,1.54E-05
SLC44A5,0.019962795,0.522883063,0.584637652
AMZ2P1,0.064419901,4.30E-10,2.94E-09
MORF4L1P1,-0.035614183,0.083096455,0.117700361
ZNHIT3,0.066388542,0.000322763,0.000759442
G6PC3,0.033544977,0.056463534,0.082718332
PGBD1,-0.047440201,2.12E-07,9.01E-07
SNRNP70,-0.00282584,0.857084872,0.88596741
LINC00632,0.022313437,0.415803805,0.481588841
GUSB,-0.007454441,0.607913054,0.665112751
ZFP2,0.023070358,0.148141867,0.197522489
MARCKS,0.02774163,0.014281668,0.02410815
LARP4B,0.061955544,2.96E-07,1.22E-06
DMTN,0.018722062,0.263128487,0.325573481
SEMA4G,-0.150193308,7.51E-17,1.61E-15
PSMD12,0.040948873,0.00045703,0.001042496
ZNF444,0.038255938,0.038748398,0.058906047
AC016582.3,0.066324438,4.52E-05,0.000124963
CD9,0.044981758,0.014127972,0.023880953
COL9A2,-0.274304564,1.47E-20,5.31E-19
SNRPG,0.113897213,2.94E-09,1.73E-08
TMEM17,-0.028261639,0.10219003,0.142127998
GUF1,-0.021121946,0.034747076,0.053374925
EDEM3,-0.010518322,0.541703803,0.601625725
SNHG10,-0.018057158,0.145729362,0.194773272
TMEM86A,-0.025315661,0.133667246,0.180290323
USP2,0.001398311,0.887020331,0.910324641
STBD1,-0.02672462,0.101725601,0.141521426
AC095057.3,0.063022322,6.19E-05,0.000167158
NLRC5,0.069060052,0.000140677,0.000353994
ALDH5A1,0.006679829,0.506360991,0.568561633
AMY2B,-0.029090634,0.047110537,0.070188523
OMA1,0.046921916,4.71E-05,0.000129523
CCDC57,-0.0527272,0.001600264,0.003311804
SYDE1,-0.023635391,0.009640993,0.016991529
AC092279.1,0.042512695,0.031241185,0.048556396
LIPT2,-0.024528025,0.181228185,0.235422428
CARS2,0.040567951,3.56E-05,0.000100483
USP8,0.073112199,0.005163802,0.009651966
TMEM120B,-0.081913577,1.44E-07,6.38E-07
PLXNA2,-0.12920819,2.87E-13,3.31E-12
HSPA5,-0.00603607,0.596362549,0.653906303
CDH11,-0.289538996,3.46E-56,5.76E-53
GRIPAP1,-0.052183528,6.89E-07,2.65E-06
MAPK13,-0.155239732,3.99E-13,4.47E-12
AC022107.1,-0.017223523,0.27603665,0.338824762
AL136169.1,-0.022544699,0.286092572,0.349490071
SNRNP200,-0.059410329,1.05E-05,3.28E-05
PPAN,-0.019634144,0.391665632,0.457553308
TMTC1,0.037314155,0.049898132,0.073923159
MIER2,-0.018850967,0.133218109,0.180024472
SEH1L,-0.026198678,2.88E-05,8.28E-05
MROH7,0.009461067,0.773005456,0.813861293
DDIT4,0.12336071,3.83E-09,2.23E-08
EFCAB13,0.047805463,0.00088671,0.001924284
AC007038.2,0.071309088,0.000497791,0.001125207
TRAK2,0.010551444,0.44160044,0.507236895
TENT5C,0.031676169,0.191802823,0.247807264
MTERF4,-0.031590388,0.00130536,0.002755086
AGRN,-0.142962216,3.46E-15,5.61E-14
ZNF320,-0.0964073,0.004016755,0.007686099
PRPF40B,-0.086904236,6.91E-05,0.000185361
TADA2A,-0.099153204,1.32E-05,4.03E-05
SLC46A3,0.059281755,1.98E-05,5.85E-05
C5orf30,-0.000589576,0.961521507,0.971633484
UCP2,-0.013650639,0.477769095,0.540829856
DNAJC14,-0.13605019,4.89E-09,2.78E-08
ANKS1A,-0.059981461,1.05E-05,3.29E-05
MCM7,-0.036018416,0.002463589,0.004915382
TUFM,0.058891799,3.91E-05,0.000109534
HFM1,0.011459337,0.572375517,0.63064733
SNX21,-0.005457306,0.547005357,0.606570589
CDC42BPA,0.030792279,0.001963908,0.00399687
ZSWIM9,0.020533758,0.202884606,0.259975149
ZDHHC23,-0.095333332,6.60E-09,3.68E-08
EFNB2,-0.04532612,7.69E-05,0.00020394
SDK2,-0.266544418,7.59E-37,1.58E-34
ZNF19,-0.019320641,0.294771064,0.35924056
VWA5A,-0.13691546,3.36E-15,5.50E-14
FRZB,0.026962535,0.066675044,0.096128956
TAF6,-0.088830143,3.14E-07,1.29E-06
RBPMS,0.008168118,0.389992747,0.456345363
SORBS2,0.013758725,0.213125542,0.271705179
SCN7A,0.031780482,0.117155335,0.160574747
WDFY2,0.011289938,0.4401192,0.505927262
MRPS11,0.044621211,0.001093791,0.002343169
FEM1A,0.125376541,7.75E-07,2.94E-06
NEK5,0.01368686,0.53890089,0.598911858
ANTXR2,-0.004905908,0.725974984,0.772379591
ZNF35,0.009591818,0.327637546,0.393322384
GFRA2,0.095101223,1.58E-05,4.74E-05
GABPB1-AS1,-0.0151059,0.604110043,0.661096567
SEC11A,0.089592822,2.73E-11,2.25E-10
COX5A,0.105101971,3.98E-09,2.30E-08
LINC00526,0.090140783,5.97E-12,5.52E-11
LPP,0.107129632,1.22E-13,1.52E-12
KRCC1,0.074050845,9.19E-06,2.91E-05
PFKP,0.038695947,0.001817107,0.003712928
RITA1,0.045591957,1.36E-05,4.13E-05
ADRA2B,0.021668621,0.370259233,0.437245197
ERICH1,-0.036955901,0.060939102,0.088625803
MSRB1,0.133442088,6.80E-19,1.94E-17
UBXN6,0.094637537,1.78E-11,1.51E-10
ZFX,-0.031637215,0.185660906,0.240555722
SP100,0.137954828,2.52E-27,1.86E-25
KIAA0100,-0.063098222,2.13E-06,7.47E-06
SRC,-0.087101958,3.61E-12,3.46E-11
CCDC71,0.019026911,0.049101068,0.072828639
JMY,0.074962603,6.13E-06,2.00E-05
FAM167B,0.209877739,7.94E-11,6.05E-10
LIMCH1,0.025696644,0.031467673,0.048847675
PACS1,-0.053475524,0.000131933,0.000333671
IFNAR1,-0.023326257,0.016452858,0.0273485
IFT46,0.071069522,2.98E-11,2.45E-10
UBE2G2,-0.061088123,1.29E-09,8.07E-09
RPLP0,0.072702864,1.33E-06,4.85E-06
TVP23A,-0.056374784,0.005313484,0.009916917
ZNF704,0.068159108,3.37E-10,2.36E-09
RBM17,0.011265999,0.046691792,0.069585382
TRAF5,-0.074881846,2.30E-08,1.18E-07
ROBO1,-0.099729784,4.29E-08,2.11E-07
MRPL33,0.16337694,4.80E-15,7.54E-14
ALG10B,0.015748926,0.358377609,0.425020884
MRI1,-0.043015795,0.018006849,0.029577609
RPL3,-0.000295635,0.976350335,0.981848687
TSPAN17,-0.012302526,0.14535383,0.194427274
RAP1GDS1,-0.012373226,0.244126213,0.305310421
CEBPZOS,0.061788884,3.29E-07,1.34E-06
USP33,-0.016276431,0.137935864,0.185397666
COPS9,0.157329607,4.96E-09,2.81E-08
TCF7,-0.064926952,1.83E-07,7.90E-07
METTL7A,-0.00133286,0.92745178,0.942723907
GATAD1,-0.016259393,0.120037376,0.163940694
FBLN5,0.011677462,0.745918213,0.790335043
FAM228B,0.073779965,0.000866506,0.001884528
PDHX,0.022403733,0.043227584,0.06500307
SLC51A,0.02747174,0.133647482,0.180290323
CRTC2,-0.011149729,0.214162114,0.27281798
GALM,-0.012470155,0.374309816,0.440779341
SPPL2A,0.014996861,0.225714028,0.285265589
SETD1A,-0.073991632,4.82E-08,2.34E-07
TEF,0.102132666,4.62E-15,7.33E-14
DCXR,0.185032078,1.27E-12,1.32E-11
HAGH,0.09420454,6.39E-09,3.56E-08
JAM2,0.195512542,2.05E-51,2.57E-48
ABL2,0.010283867,0.396327599,0.462135727
PMVK,0.115640837,3.35E-05,9.50E-05
ASB16,-0.062737008,0.000154764,0.000385945
WDR5B,0.018494013,0.131548454,0.177912434
LAMB2,0.033469067,0.001340724,0.002822577
TCTEX1D1,0.052467429,0.00490758,0.009221308
YBX1,0.063805743,1.69E-10,1.23E-09
SSBP1,0.092838131,1.76E-07,7.63E-07
PTGER3,0.109719813,1.07E-06,3.96E-06
BCLAF1,0.024325443,0.039292135,0.059696346
EPB41L3,-0.037207673,0.007789534,0.014014995
ZSCAN25,-0.052505691,0.000107381,0.000277041
RORA,0.151763172,1.05E-15,1.92E-14
CSF1,-0.010174044,0.481335883,0.543882353
CNEP1R1,-0.002073866,0.82142559,0.856008327
HDAC2,0.010398403,0.359405028,0.426037255
NT5M,0.10285994,2.38E-09,1.42E-08
CAPN2,-0.056814949,1.68E-06,6.02E-06
LDLRAD4,0.049145639,0.005057973,0.009475408
PBX2,-0.139267093,1.08E-09,6.87E-09
AC068888.1,0.063079687,0.00113228,0.002421709
TRAPPC2,-0.009391754,0.433603973,0.499428671
GOLGB1,0.040165929,0.001363616,0.002867149
HEBP1,0.089010146,1.31E-09,8.15E-09
FAM118B,-0.013708279,0.185864838,0.240757562
HAUS3,-0.005891073,0.6232578,0.679078013
H19,0.147662304,1.74E-17,4.04E-16
DENND3,-0.020509442,0.152316315,0.202225591
NPRL2,0.039039974,0.001063257,0.002282648
LDB1,-0.064229812,0.000272418,0.000651406
SEC61A1,-0.017857233,0.0042807,0.008153715
VPS29,0.06105172,1.77E-09,1.08E-08
VWA1,0.156228916,1.37E-12,1.41E-11
AMOTL2,-0.047139957,0.000499899,0.001129461
NMNAT1,0.015363959,0.106590306,0.147468603
ILF3,-0.08373962,7.70E-13,8.22E-12
DNAJA3,-0.062879706,0.00140287,0.002941027
