circRNA	1_DEL13080_R1_17to51__circRNA.txt	2_DEL13080_R1_17to51__circRNA.txt	3_DEL13080_R1_17to51__circRNA.txt	4_DEL13080_R1_17to51__circRNA.txt	5_DEL13080_R1_17to51__circRNA.txt	6_DEL13080_R1_17to51__circRNA.txt	7_DEL13080_R1_17to51__circRNA.txt	8_DEL13080_R1_17to51__circRNA.txt	9_DEL13080_R1_17to51__circRNA.txt	10_DEL13080_R1_17to51__circRNA.txt	11_DEL13080_R1_17to51__circRNA.txt	12_DEL13080_R1_17to51__circRNA.txt	13_DEL13080_R1_17to51__circRNA.txt	14_DEL13080_R1_17to51__circRNA.txt	15_DEL13080_R1_17to51__circRNA.txt	16_DEL13080_R1_17to51__circRNA.txt	17_DEL13080_R1_17to51__circRNA.txt	18_DEL13080_R1_17to51__circRNA.txt	19_DEL13080_R1_17to51__circRNA.txt	20_DEL13080_R1_17to51__circRNA.txt	21_DEL13080_R1_17to51__circRNA.txt	22_DEL13080_R1_17to51__circRNA.txt	23_DEL13080_R1_17to51__circRNA.txt	24_DEL13080_R1_17to51__circRNA.txt	25_DEL13080_R1_17to51__circRNA.txt	26_DEL13080_R1_17to51__circRNA.txt	27_DEL13080_R1_17to51__circRNA.txt	28_DEL13080_R1_17to51__circRNA.txt	29_DEL13080_R1_17to51__circRNA.txt	30_DEL13080_R1_17to51__circRNA.txt	31_DEL13080_R1_17to51__circRNA.txt	32_DEL13080_R1_17to51__circRNA.txt	33_DEL13080_R1_17to51__circRNA.txt	34_DEL13080_R1_17to51__circRNA.txt	35_DEL13080_R1_17to51__circRNA.txt	36_DEL13080_R1_17to51__circRNA.txt	37_DEL13080_R1_17to51__circRNA.txt	38_DEL13080_R1_17to51__circRNA.txt	39_DEL13080_R1_17to51__circRNA.txt	40_DEL13080_R1_17to51__circRNA.txt	
NM_012097	4.0	1.0	2.0	6.0	3.0	2.0	10.0	3.0	5.0	3.0	4.0	2.0	6.0	4.0	2.0	4.0	7.0	15.0	9.0	6.0	0.0	2.0	1.0	19.0	5.0	5.0	9.0	9.0	1.0	3.0	3.0	3.0	2.0	10.0	6.0	6.0	6.0	14.0	9.0	1.0	
ENST00000361897.5	8.0	8.0	8.0	27.0	8.0	17.0	31.0	44.0	12.0	6.0	8.0	10.0	17.0	22.0	4.0	27.0	7.0	16.0	15.0	4.0	9.0	9.0	8.0	8.0	18.0	19.0	16.0	12.0	13.0	10.0	16.0	11.0	13.0	19.0	11.0	17.0	12.0	9.0	7.0	5.0	
NM_012094	1.0	3.0	7.0	1.0	1.0	1.0	2.0	0.0	3.0	1.0	0.0	1.0	2.0	4.0	0.0	1.0	3.0	3.0	2.0	4.0	2.0	5.0	3.0	8.0	4.0	0.0	4.0	3.0	0.0	1.0	4.0	3.0	0.0	2.0	0.0	1.0	5.0	20.0	8.0	1.0	
NR_033191	1.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	
NM_001018139	0.0	1.0	3.0	3.0	1.0	0.0	1.0	3.0	1.0	5.0	2.0	1.0	1.0	3.0	0.0	4.0	7.0	5.0	7.0	2.0	1.0	4.0	2.0	9.0	3.0	0.0	4.0	6.0	0.0	1.0	2.0	4.0	1.0	3.0	2.0	1.0	7.0	24.0	18.0	0.0	
NM_012093	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
NR_033193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	
ENST00000331373.5	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	3.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	4.0	6.0	0.0	
NM_012089	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	5.0	0.0	1.0	5.0	3.0	1.0	
NM_001129908	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
ENST00000334025.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_024067	0.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	4.0	2.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	
NM_024066	2.0	2.0	2.0	1.0	3.0	1.0	1.0	2.0	2.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	2.0	1.0	1.0	1.0	5.0	2.0	3.0	1.0	5.0	2.0	1.0	2.0	1.0	1.0	1.0	3.0	5.0	1.0	1.0	2.0	8.0	2.0	1.0	
NM_024060	67.0	79.0	89.0	105.0	98.0	40.0	45.0	39.0	26.0	53.0	68.0	44.0	79.0	141.0	35.0	93.0	153.0	257.0	53.0	154.0	72.0	149.0	70.0	700.0	133.0	58.0	125.0	69.0	10.0	87.0	48.0	106.0	32.0	206.0	67.0	273.0	144.0	475.0	240.0	28.0	
ENST00000308191.6	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
TCONS_00017926	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
NM_024029	2.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	5.0	0.0	
ENST00000509436.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
NM_000059	1.0	0.0	6.0	3.0	2.0	1.0	1.0	2.0	0.0	2.0	3.0	1.0	1.0	4.0	1.0	1.0	4.0	3.0	2.0	1.0	2.0	2.0	2.0	5.0	2.0	0.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	4.0	1.0	1.0	2.0	12.0	3.0	4.0	
ENST00000358232.6	1.0	1.0	3.0	5.0	1.0	1.0	2.0	1.0	0.0	3.0	2.0	1.0	1.0	1.0	5.0	2.0	1.0	2.0	2.0	4.0	2.0	4.0	1.0	4.0	1.0	4.0	4.0	4.0	2.0	1.0	0.0	2.0	3.0	1.0	3.0	5.0	1.0	8.0	6.0	1.0	
NM_000057	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	
NM_000056	6.0	7.0	13.0	12.0	5.0	8.0	14.0	4.0	11.0	7.0	12.0	9.0	11.0	20.0	4.0	15.0	7.0	11.0	16.0	7.0	5.0	3.0	3.0	16.0	11.0	10.0	10.0	10.0	2.0	5.0	5.0	15.0	13.0	11.0	18.0	4.0	11.0	15.0	9.0	10.0	
NM_013375	1.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	2.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	4.0	2.0	0.0	
NM_001386	1.0	35.0	1.0	1.0	1.0	3.0	2.0	1.0	60.0	1.0	1.0	22.0	1.0	1.0	6.0	18.0	32.0	3.0	1.0	28.0	2.0	2.0	1.0	2.0	1.0	17.0	1.0	6.0	25.0	2.0	1.0	22.0	51.0	3.0	40.0	3.0	2.0	2.0	32.0	37.0	
NM_052972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
NM_013374	2.0	2.0	6.0	2.0	2.0	2.0	5.0	1.0	3.0	4.0	1.0	1.0	2.0	6.0	2.0	4.0	6.0	5.0	5.0	1.0	3.0	4.0	2.0	4.0	0.0	2.0	3.0	4.0	0.0	0.0	0.0	3.0	4.0	5.0	4.0	3.0	4.0	8.0	9.0	4.0	
NM_001388	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	4.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	6.0	2.0	1.0	
NM_013373	2.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	0.0	0.0	3.0	5.0	0.0	3.0	1.0	4.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	7.0	6.0	0.0	
NM_052970	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	
NM_001389	1.0	0.0	3.0	0.0	2.0	0.0	1.0	1.0	4.0	1.0	4.0	1.0	1.0	3.0	2.0	5.0	2.0	4.0	5.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	0.0	4.0	1.0	2.0	4.0	2.0	9.0	1.0	2.0	
ENST00000518129.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	
ENST00000308824.6	1.0	0.0	2.0	2.0	1.0	1.0	2.0	4.0	0.0	1.0	2.0	0.0	3.0	0.0	1.0	1.0	1.0	4.0	0.0	2.0	1.0	2.0	1.0	5.0	2.0	1.0	3.0	2.0	1.0	2.0	0.0	1.0	0.0	2.0	3.0	4.0	2.0	4.0	1.0	1.0	
NM_013369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
NM_013367	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	4.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	0.0	3.0	1.0	1.0	4.0	3.0	2.0	4.0	2.0	3.0	2.0	6.0	3.0	
NM_014698	1.0	1.0	2.0	1.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0	4.0	1.0	1.0	2.0	2.0	1.0	0.0	3.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	6.0	1.0	0.0	
NM_013366	1.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	2.0	1.0	
NM_014697	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	
NM_001395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
NM_001396	1.0	2.0	2.0	3.0	2.0	1.0	2.0	1.0	3.0	0.0	0.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	3.0	2.0	3.0	2.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	3.0	1.0	3.0	3.0	2.0	1.0	
NM_014696	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_001007471	1.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	0.0	3.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	3.0	1.0	2.0	1.0	
NM_024032	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	
NM_024031	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	2.0	2.0	1.0	0.0	2.0	2.0	1.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	
NM_000064	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	
ENST00000310298.4	1.0	4.0	14.0	3.0	6.0	4.0	7.0	4.0	4.0	6.0	11.0	6.0	2.0	7.0	4.0	6.0	7.0	8.0	2.0	2.0	2.0	5.0	3.0	9.0	6.0	2.0	4.0	3.0	6.0	4.0	1.0	5.0	2.0	8.0	12.0	8.0	4.0	16.0	6.0	5.0	
NM_000062	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	3.0	1.0	0.0	
NM_000061	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_000060	1.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	3.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	0.0	5.0	2.0	4.0	2.0	0.0	
ENST00000040738.5	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	1.0	1.0	4.0	1.0	1.0	
ENST00000453730.2	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	
NM_052966	9.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	4.0	3.0	1.0	16.0	14.0	1.0	4.0	11.0	1.0	1.0	17.0	1.0	2.0	6.0	88.0	1.0	1.0	3.0	2.0	10.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	5.0	4.0	6.0	
ENST00000586606.2	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	
NM_001080125	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
TCONS_l2_00011429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_024036	0.0	0.0	8.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	2.0	15.0	2.0	5.0	2.0	5.0	1.0	0.0	3.0	0.0	0.0	2.0	0.0	1.0	5.0	14.0	3.0	0.0	
NM_000047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
NM_000046	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	4.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	6.0	1.0	0.0	
NM_052964	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
NM_024038	1.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	3.0	1.0	2.0	1.0	1.0	1.0	3.0	11.0	1.0	0.0	1.0	3.0	0.0	2.0	1.0	3.0	2.0	2.0	1.0	1.0	1.0	11.0	2.0	1.0	
ENST00000431443.2	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	4.0	2.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	2.0	2.0	2.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	1.0	0.0	1.0	0.0	
NM_052963	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
NM_000044	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
NM_024037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	
NM_001375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	
NM_001376	14.0	13.0	2.0	18.0	12.0	2.0	13.0	1.0	1.0	11.0	1.0	2.0	9.0	19.0	5.0	22.0	27.0	2.0	24.0	1.0	1.0	2.0	2.0	2.0	22.0	1.0	1.0	1.0	5.0	9.0	2.0	14.0	9.0	1.0	2.0	1.0	3.0	8.0	2.0	10.0	
NM_013363	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	
NM_052960	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_013362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_001378	3.0	3.0	4.0	3.0	3.0	1.0	7.0	1.0	5.0	2.0	11.0	0.0	8.0	7.0	2.0	3.0	7.0	10.0	3.0	4.0	6.0	5.0	3.0	8.0	6.0	4.0	8.0	5.0	4.0	2.0	3.0	4.0	7.0	12.0	7.0	1.0	7.0	11.0	7.0	3.0	
NM_013361	1.0	1.0	4.0	0.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0	0.0	0.0	2.0	1.0	2.0	2.0	2.0	1.0	4.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	5.0	7.0	0.0	2.0	6.0	5.0	0.0	
NM_014691	2.0	2.0	4.0	2.0	2.0	1.0	5.0	2.0	2.0	3.0	3.0	2.0	3.0	3.0	1.0	2.0	2.0	2.0	4.0	2.0	3.0	2.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0	3.0	2.0	3.0	4.0	3.0	2.0	2.0	5.0	4.0	3.0	1.0	
NM_001379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	3.0	1.0	0.0	
NM_001018115	2.0	1.0	4.0	3.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	2.0	4.0	1.0	2.0	0.0	0.0	2.0	5.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	5.0	4.0	1.0	1.0	1.0	
TCONS_l2_00023407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_001380	9.0	17.0	29.0	20.0	18.0	11.0	28.0	14.0	36.0	20.0	28.0	19.0	17.0	31.0	37.0	20.0	16.0	27.0	30.0	11.0	14.0	12.0	16.0	38.0	15.0	22.0	27.0	29.0	18.0	14.0	7.0	8.0	22.0	26.0	20.0	16.0	20.0	72.0	47.0	10.0	
NM_001018113	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	4.0	1.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	3.0	3.0	0.0	
NM_013359	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	2.0	
